distribSd,finalTime,gravityDecay,nwClustCoef,nwComponents,nwInDegree,nwMeanFlow,nwOutDegree,overlapThreshold,totalCost,totalWaste,transportationCost
0.15000000000000002,155.0,90.0,0.0,3.0,1.02,0.7227980392156843,1.02,0.2,3.9686168841904337,13.137299999999982,0.5
0.15000000000000002,156.0,90.0,0.0,3.0,1.1,0.7044254545454528,1.1,0.2,4.662954651916638,11.256599999999983,0.5
0.15000000000000002,162.0,90.0,0.0,3.0,1.08,0.7134944444444423,1.08,0.2,4.173811812456336,11.471299999999983,0.5
0.15000000000000002,145.0,90.0,0.0,2.0,1.04,0.689740384615383,1.04,0.2,3.796008633401893,14.13349999999999,0.5
0.15000000000000002,169.0,90.0,0.0,4.0,1.08,0.7399537037037016,1.08,0.2,4.675468775096541,10.042499999999988,0.5
0.15000000000000002,155.0,90.0,0.013333333333333332,3.0,1.1,0.6685054545454528,1.1,0.2,4.23097703031698,13.232199999999983,0.5
0.15000000000000002,151.0,90.0,0.0,3.0,1.04,0.7211403846153824,1.04,0.2,4.09076018007153,12.500699999999982,0.5
0.15000000000000002,155.0,90.0,0.0,3.0,1.0,0.7926179999999979,1.0,0.2,4.762086851635085,10.369099999999987,0.5
0.15000000000000002,161.0,90.0,0.0,2.0,1.14,0.7068736842105244,1.14,0.2,4.419398248222559,9.708199999999982,0.5
0.15000000000000002,153.0,90.0,0.0,3.0,1.04,0.7348057692307671,1.04,0.2,0.0,11.790099999999985,0.0
0.15000000000000002,157.0,90.0,0.0,4.0,1.0,0.8151099999999977,1.0,0.2,0.0,9.244499999999988,0.0
0.15000000000000002,164.0,90.0,0.01,5.0,1.06,0.7634132075471677,1.06,0.2,0.0,9.539099999999994,0.0
0.15000000000000002,154.0,90.0,0.0,2.0,1.04,0.7531711538461516,1.04,0.2,0.0,10.835099999999985,0.0
0.15000000000000002,161.0,90.0,0.0,4.0,1.06,0.7178358490566015,1.06,0.2,0.0,11.95469999999999,0.0
0.15000000000000002,155.0,90.0,0.0,3.0,1.06,0.7480622641509416,1.06,0.2,0.0,10.352699999999992,0.0
0.15000000000000002,154.0,90.0,0.0,2.0,1.08,0.7320166666666645,1.08,0.2,0.0,10.471099999999987,0.0
0.15000000000000002,156.0,90.0,0.0,1.0,1.02,0.8016921568627431,1.02,0.2,0.0,9.11369999999999,0.0
0.15000000000000002,168.0,90.0,0.0,1.0,1.1,0.7582418181818161,1.1,0.2,0.0,8.296699999999998,0.0
0.15000000000000002,162.0,90.0,0.0,2.0,1.16,0.718062068965515,1.16,0.2,0.0,8.3524,0.0
0.15000000000000002,156.0,90.0,0.0,1.0,1.12,0.7282410714285695,1.12,0.2,0.0,9.218499999999999,0.0
0.15000000000000002,171.0,90.0,0.0,1.0,1.2,0.6993983333333312,1.2,0.2,0.0,8.036099999999992,0.0
0.15000000000000002,166.0,90.0,0.0,1.0,1.2,0.6835483333333311,1.2,0.2,0.0,8.987099999999995,0.0
0.15000000000000002,159.0,90.0,0.0,3.0,1.14,0.695028070175437,1.14,0.2,0.0,10.383399999999998,0.0
0.15000000000000002,153.0,90.0,0.0,2.0,1.1,0.7004654545454524,1.1,0.2,0.0,11.474399999999996,0.0
0.15000000000000002,180.0,90.0,0.0,4.0,1.08,0.7627481481481461,1.08,0.2,0.0,8.811599999999997,0.0
0.15000000000000002,149.0,90.0,0.0,4.0,1.0,0.772325999999998,1.0,0.2,0.0,11.383699999999982,0.0
0.15000000000000002,144.0,90.0,0.0,3.0,1.04,0.7216480769230749,1.04,0.2,0.0,12.474299999999982,0.0
0.15000000000000002,163.0,90.0,0.0,1.0,1.06,0.7354905660377341,1.06,0.2,0.0,11.018999999999988,0.0
0.15000000000000002,166.0,90.0,0.013333333333333332,2.0,1.18,0.7270576271186423,1.18,0.2,0.0,7.1035999999999975,0.0
0.15000000000000002,164.0,90.0,0.0,2.0,1.06,0.7921716981132055,1.06,0.2,0.0,8.014899999999999,0.0
0.15000000000000002,164.0,90.0,0.003333333333333333,1.0,1.1,0.710394545454544,1.1,0.2,0.0,10.928299999999993,0.0
0.15000000000000002,167.0,90.0,0.0,4.0,1.02,0.7984058823529387,1.02,0.2,0.0,9.281299999999991,0.0
0.15000000000000002,152.0,90.0,0.0,1.0,1.04,0.7459499999999977,1.04,0.2,0.0,11.210599999999996,0.0
0.15000000000000002,163.0,90.0,0.0,4.0,1.0,0.8130199999999981,1.0,0.2,0.0,9.348999999999998,0.0
0.15000000000000002,147.0,90.0,0.0,12.0,0.92,0.6489565217391287,0.92,0.1,10.484488306310254,20.147999999999954,4.0
0.15000000000000002,158.0,90.0,0.02,8.0,0.96,0.674312499999998,0.96,0.1,11.33221933527012,17.632999999999974,4.0
0.15000000000000002,147.0,90.0,0.0,16.0,0.9,0.6422422222222204,0.9,0.1,11.748460085942392,21.09909999999997,4.0
0.15000000000000002,145.0,90.0,0.0,14.0,0.82,0.676209756097559,0.82,0.1,10.09931027539868,22.27539999999997,4.0
0.15000000000000002,140.0,90.0,0.0,14.0,0.78,0.6289615384615365,0.78,0.1,9.083286365341966,25.470499999999966,4.0
0.15000000000000002,151.0,90.0,0.01,9.0,0.96,0.6750791666666648,0.96,0.1,12.399456335280968,17.59619999999998,4.0
0.15000000000000002,153.0,90.0,0.013333333333333332,11.0,1.08,0.6031037037037019,1.08,0.1,9.788486113248533,17.43239999999997,4.0
0.15000000000000002,148.0,90.0,0.0,15.0,0.9,0.6999999999999978,0.9,0.1,11.891809410389525,18.49999999999998,4.0
0.15000000000000002,134.0,90.0,0.0,13.0,0.8,0.674034999999998,0.8,0.1,10.379503155191733,23.03859999999996,4.0
0.15000000000000002,154.0,90.0,0.01,17.0,0.92,0.6774565217391283,0.92,0.1,11.063942538280093,18.836999999999968,4.0
0.15000000000000002,140.0,90.0,0.0,12.0,0.88,0.6267454545454528,0.88,0.1,10.73617807880623,22.42319999999996,4.0
0.15000000000000002,138.0,90.0,0.0,16.0,0.86,0.6476534883720915,0.86,0.1,8.521955311115047,22.15089999999998,4.0
0.15000000000000002,147.0,90.0,0.0,13.0,0.82,0.7003975609756079,0.82,0.1,10.05553818990924,21.283699999999968,4.0
0.15000000000000002,149.0,90.0,0.03,9.0,0.92,0.6848195652173893,0.92,0.1,12.048206122745215,18.49829999999997,4.0
0.15000000000000002,147.0,90.0,0.0,12.0,0.88,0.6595704545454528,0.88,0.1,11.47232488069908,20.97889999999996,4.0
0.15000000000000002,144.0,90.0,0.0,11.0,0.88,0.6527431818181801,0.88,0.1,9.614451849473781,21.27929999999997,4.0
0.15000000000000002,155.0,90.0,0.01,11.0,0.88,0.620004545454544,0.88,0.1,9.769303932933475,22.719799999999946,4.0
0.15000000000000002,139.0,90.0,0.0,14.0,0.86,0.6484860465116259,0.86,0.1,8.707827833873063,22.115099999999956,4.0
0.15000000000000002,157.0,90.0,0.02,10.0,1.0,0.6320639999999984,1.0,0.1,10.996716527832692,18.39679999999998,4.0
0.15000000000000002,157.0,90.0,0.0,10.0,0.94,0.664255319148934,0.94,0.1,11.704547901085915,18.779999999999976,4.0
0.15000000000000002,153.0,90.0,0.0,13.0,0.86,0.5879627906976729,0.86,0.1,8.58172192394348,24.71759999999996,4.0
0.15000000000000002,148.0,90.0,0.0,13.0,0.86,0.7031697674418587,0.86,0.1,12.664727094405725,19.76369999999997,4.0
0.15000000000000002,157.0,90.0,0.01,9.0,0.98,0.6261346938775494,0.98,0.1,9.60926462800442,19.319399999999977,4.0
0.15000000000000002,155.0,90.0,0.01,11.0,0.98,0.6651326530612225,0.98,0.1,10.471932683383503,17.408499999999965,4.0
0.15000000000000002,151.0,90.0,0.0,15.0,0.86,0.6894534883720911,0.86,0.1,10.995488214393315,20.353499999999954,4.0
0.15000000000000002,143.0,90.0,0.0,15.0,0.84,0.6615523809523789,0.84,0.1,10.841087964208487,22.214799999999972,3.5
0.15000000000000002,158.0,90.0,0.0,7.0,1.02,0.648664705882351,1.02,0.1,10.890781858544868,16.918099999999978,3.5
0.15000000000000002,141.0,90.0,0.0,10.0,0.92,0.6974239130434764,0.92,0.1,11.845631465066985,17.91849999999997,3.5
0.15000000000000002,147.0,90.0,0.0,15.0,0.8,0.7271849999999974,0.8,0.1,10.847260444311557,20.912599999999955,3.5
0.15000000000000002,162.0,90.0,0.02,7.0,1.06,0.6207867924528283,1.06,0.1,11.538574423747592,17.098299999999977,3.5
0.15000000000000002,148.0,90.0,0.0,9.0,0.92,0.6873630434782588,0.92,0.1,10.453533102030098,18.381299999999975,3.5
0.15000000000000002,155.0,90.0,0.03,10.0,1.08,0.5929018518518503,1.08,0.1,10.249358424769973,17.98329999999997,3.5
0.15000000000000002,146.0,90.0,0.01,12.0,0.92,0.6588413043478242,0.92,0.1,11.544293700565131,19.693299999999965,3.5
0.15000000000000002,147.0,90.0,0.0,10.0,0.88,0.702538636363634,0.88,0.1,11.778552677965601,19.08829999999996,3.5
0.15000000000000002,155.0,90.0,0.01,7.0,0.98,0.6854795918367326,0.98,0.1,12.8304271503252,16.411499999999975,3.5
0.15000000000000002,153.0,90.0,0.02,9.0,1.04,0.6264999999999983,1.04,0.1,11.617066544188008,17.421999999999965,3.5
0.15000000000000002,152.0,90.0,0.02,9.0,1.0,0.6195699999999982,1.0,0.1,9.802236432497422,19.021499999999968,3.5
0.15000000000000002,154.0,90.0,0.01,12.0,0.98,0.6657857142857124,0.98,0.1,10.825501684406085,17.376499999999975,3.5
0.15000000000000002,154.0,90.0,0.01,11.0,0.98,0.628095918367345,0.98,0.1,10.455723618535828,19.22329999999997,3.5
0.15000000000000002,148.0,90.0,0.0,7.0,0.96,0.6980624999999977,0.96,0.1,12.968161908422138,16.492999999999974,3.5
0.15000000000000002,143.0,90.0,0.04,12.0,0.98,0.6090346938775495,0.98,0.1,9.392148417069976,20.157299999999967,3.5
0.15000000000000002,152.0,90.0,0.04,9.0,1.06,0.59789433962264,1.06,0.1,10.507402037847935,18.31159999999997,3.5
0.15000000000000002,148.0,90.0,0.01,11.0,0.88,0.6940590909090888,0.88,0.1,11.172580866245237,19.461399999999955,3.5
0.15000000000000002,155.0,90.0,0.0,10.0,0.96,0.6285104166666649,0.96,0.1,11.310052131694865,19.83149999999996,3.5
0.15000000000000002,171.0,90.0,0.04,8.0,1.0,0.6387859999999981,1.0,0.1,10.740132828126553,18.060699999999976,3.5
0.15000000000000002,156.0,90.0,0.01,13.0,0.9,0.6240333333333318,0.9,0.1,9.583488293308232,21.91849999999996,3.5
0.15000000000000002,154.0,90.0,0.01,10.0,0.92,0.6747456521739108,0.92,0.1,11.779557627260713,18.961699999999958,3.5
0.15000000000000002,158.0,90.0,0.01,11.0,1.0,0.7245299999999979,1.0,0.1,13.154298326556056,13.773499999999984,3.5
0.15000000000000002,155.0,90.0,0.006666666666666666,9.0,0.98,0.6753081632653042,0.98,0.1,9.168975945833033,16.909899999999972,3.5
0.15000000000000002,150.0,90.0,0.0,8.0,0.96,0.6987395833333312,0.96,0.1,11.85805200047902,16.460499999999975,3.0
0.15000000000000002,147.0,90.0,0.0,14.0,0.9,0.6754222222222205,0.9,0.1,10.522782394455763,19.605999999999973,3.5
0.15000000000000002,143.0,90.0,0.0,9.0,0.94,0.682121276595743,0.94,0.1,11.198117066773014,17.940299999999976,3.0
0.15000000000000002,157.0,90.0,0.01,6.0,1.1,0.6187709090909076,1.1,0.1,10.626785955537265,15.96759999999997,3.0
0.15000000000000002,158.0,90.0,0.0,7.0,1.12,0.6391839285714268,1.12,0.1,11.25562025718879,14.205699999999979,3.0
0.15000000000000002,145.0,90.0,0.0,9.0,0.96,0.6666749999999979,0.96,0.1,11.417931263993607,17.99959999999998,3.0
0.15000000000000002,149.0,90.0,0.0,6.0,1.06,0.6214999999999984,1.06,0.1,9.837954470927333,17.060499999999976,3.0
0.15000000000000002,159.0,90.0,0.01,12.0,0.92,0.738906521739128,0.92,0.1,11.707038874185724,16.010299999999983,3.0
0.15000000000000002,169.0,90.0,0.0,6.0,1.04,0.6668134615384597,1.04,0.1,10.71884584024506,15.32569999999998,3.0
0.15000000000000002,158.0,90.0,0.003333333333333333,8.0,1.02,0.6567862745098022,1.02,0.1,10.062014120599072,16.503899999999984,3.0
0.15000000000000002,160.0,90.0,0.0,6.0,1.06,0.6500924528301867,1.06,0.1,9.815766657308421,15.545099999999978,3.0
0.15000000000000002,148.0,90.0,0.02,7.0,1.02,0.6057392156862728,1.02,0.1,9.164214998979105,19.107299999999974,3.0
0.15000000000000002,157.0,90.0,0.02,6.0,1.08,0.6338203703703685,1.08,0.1,11.116562128161531,15.773699999999973,3.0
0.15000000000000002,144.0,90.0,0.01,10.0,1.02,0.6620039215686256,1.02,0.1,10.598291891099512,16.237799999999982,3.0
0.15000000000000002,153.0,90.0,0.01,10.0,1.02,0.6658392156862727,1.02,0.1,11.854984781916436,16.042199999999983,3.0
0.15000000000000002,166.0,90.0,0.0,7.0,1.02,0.7077764705882333,1.02,0.1,11.324684112759957,13.903399999999973,3.0
0.15000000000000002,153.0,90.0,0.02,9.0,1.0,0.6712899999999982,1.0,0.1,10.48765847507552,16.43549999999997,3.0
0.15000000000000002,159.0,90.0,0.02,8.0,1.1,0.6094309090909075,1.1,0.1,9.995615102712318,16.48129999999998,3.0
0.15000000000000002,156.0,90.0,0.01,13.0,0.88,0.7048249999999981,0.88,0.1,9.147169655853636,18.987699999999965,3.0
0.15000000000000002,157.0,90.0,0.04,12.0,1.06,0.6288037735849038,1.06,0.1,9.806028367163428,16.67339999999998,3.0
0.15000000000000002,154.0,90.0,0.0,9.0,0.98,0.6565775510204063,0.98,0.1,9.510624159995608,17.827699999999975,3.0
0.15000000000000002,156.0,90.0,0.03,6.0,1.1,0.6170818181818165,1.1,0.1,11.267502172066726,16.06049999999997,3.0
0.15000000000000002,151.0,90.0,0.01,7.0,1.02,0.6583980392156844,1.02,0.1,11.398314472999752,16.421699999999962,3.0
0.15000000000000002,147.0,90.0,0.016666666666666666,11.0,1.02,0.6312215686274493,1.02,0.1,9.40830671673094,17.80769999999998,3.0
0.15000000000000002,149.0,90.0,0.01,10.0,0.96,0.6131374999999983,0.96,0.1,7.674698421169237,20.569399999999955,3.0
0.15000000000000002,151.0,90.0,0.01,7.0,1.1,0.6357945454545435,1.1,0.1,9.734194138558063,15.031299999999986,2.5
0.15000000000000002,160.0,90.0,0.01,2.0,1.06,0.678526415094338,1.06,0.1,12.373391223964306,14.038099999999975,3.0
0.15000000000000002,145.0,90.0,0.04,7.0,1.1,0.615967272727271,1.1,0.1,8.506803768985092,16.121799999999983,2.5
0.15000000000000002,141.0,90.0,0.01,12.0,0.9,0.693491111111109,0.9,0.1,9.731902933352204,18.792899999999968,2.5
0.15000000000000002,153.0,90.0,0.0,7.0,1.0,0.6755259999999984,1.0,0.1,9.798602524813635,16.22369999999998,2.5
0.15000000000000002,157.0,90.0,0.01,1.0,1.14,0.6077228070175423,1.14,0.1,10.942521628873578,15.35979999999998,2.5
0.15000000000000002,153.0,90.0,0.01,6.0,1.26,0.5710047619047605,1.26,0.1,8.54585529685151,14.02669999999998,2.5
0.15000000000000002,154.0,90.0,0.02,5.0,1.04,0.6920076923076904,1.04,0.1,11.241924414822428,14.015599999999983,2.5
0.15000000000000002,161.0,90.0,0.0,2.0,1.18,0.5999305084745746,1.18,0.1,10.08434102197959,14.604099999999981,2.5
0.15000000000000002,151.0,90.0,0.01,8.0,1.02,0.6940431372549002,1.02,0.1,10.823583926423053,14.60379999999998,2.5
0.15000000000000002,150.0,90.0,0.0,6.0,1.02,0.6816137254901943,1.02,0.1,9.237450124184429,15.23769999999998,2.5
0.15000000000000002,151.0,90.0,0.01,7.0,1.04,0.6137961538461525,1.04,0.1,7.769877023086881,18.082599999999978,2.5
0.15000000000000002,145.0,90.0,0.01,6.0,1.06,0.6396396226415076,1.06,0.1,9.971914155478235,16.09909999999998,2.5
0.15000000000000002,147.0,90.0,0.0,6.0,1.0,0.6469819999999981,1.0,0.1,9.423776003791474,17.65089999999997,2.5
0.15000000000000002,145.0,90.0,0.01,6.0,1.08,0.63415185185185,1.08,0.1,9.170451507229899,15.755799999999972,2.5
0.15000000000000002,157.0,90.0,0.0,5.0,0.98,0.71761632653061,0.98,0.1,12.274333083551506,14.836799999999979,2.5
0.15000000000000002,171.0,90.0,0.006666666666666666,5.0,1.12,0.6624839285714266,1.12,0.1,10.93715284368331,12.900899999999984,2.5
0.15000000000000002,149.0,90.0,0.01,12.0,0.94,0.7154574468085086,0.94,0.1,11.601692901084474,16.37349999999999,2.5
0.15000000000000002,156.0,90.0,0.0,9.0,1.06,0.6522905660377339,1.06,0.1,8.20912334493117,15.428599999999975,2.5
0.15000000000000002,146.0,90.0,0.013333333333333332,4.0,1.12,0.6140749999999983,1.12,0.1,10.523587624654553,15.611799999999976,2.5
0.15000000000000002,151.0,90.0,0.02,5.0,1.14,0.6001754385964896,1.14,0.1,10.403793290931583,15.789999999999978,2.5
0.15000000000000002,164.0,90.0,0.0,3.0,1.14,0.6433105263157879,1.14,0.1,12.350992664684926,13.331299999999986,2.5
0.15000000000000002,159.0,90.0,0.0,4.0,1.14,0.619724561403507,1.14,0.1,11.089206576011668,14.675699999999985,2.5
0.15000000000000002,143.0,90.0,0.01,3.0,1.06,0.6830490566037717,1.06,0.1,9.857270893322566,13.798399999999987,2.0
0.15000000000000002,152.0,90.0,0.02,4.0,1.16,0.6375137931034466,1.16,0.1,9.45233358102387,13.024199999999984,2.0
0.15000000000000002,155.0,90.0,0.01,5.0,1.06,0.6644943396226398,1.06,0.1,10.312244381528375,14.781799999999976,2.5
0.15000000000000002,153.0,90.0,0.01,3.0,1.22,0.5334754098360642,1.22,0.1,7.657848447571958,17.457999999999966,2.0
0.15000000000000002,167.0,90.0,0.0,5.0,0.98,0.6932938775510185,0.98,0.1,9.561392942350215,16.02859999999998,2.5
0.15000000000000002,162.0,90.0,0.0,4.0,1.08,0.6324574074074055,1.08,0.1,11.89865310516516,15.847299999999983,2.5
0.15000000000000002,159.0,90.0,0.02333333333333333,6.0,1.18,0.6271966101694899,1.18,0.1,8.642714823218983,12.995399999999984,2.0
0.15000000000000002,159.0,90.0,0.01,3.0,1.1,0.6642054545454525,1.1,0.1,11.179883923384038,13.46869999999998,2.0
0.15000000000000002,163.0,90.0,0.013333333333333332,7.0,1.16,0.6256931034482743,1.16,0.1,9.593921950670437,13.709799999999973,2.0
0.15000000000000002,154.0,90.0,0.01,5.0,1.14,0.6436087719298229,1.14,0.1,10.255947591751777,13.314299999999985,2.0
0.15000000000000002,150.0,90.0,0.04,9.0,1.12,0.6220285714285696,1.12,0.1,7.114281405326988,15.166399999999996,2.0
0.15000000000000002,167.0,90.0,0.03333333333333333,3.0,1.3,0.5560492307692292,1.3,0.1,8.304961011059019,13.856799999999987,2.0
0.15000000000000002,153.0,90.0,0.01,3.0,1.12,0.615469642857141,1.12,0.1,9.09543591992018,15.533699999999971,2.0
0.15000000000000002,157.0,90.0,0.03,6.0,1.12,0.6443160714285696,1.12,0.1,9.970160953614968,13.91829999999998,2.0
0.15000000000000002,160.0,90.0,0.0,4.0,1.1,0.6430272727272712,1.1,0.1,9.429222737988166,14.633499999999978,2.0
0.15000000000000002,152.0,90.0,0.01,8.0,1.02,0.6709490196078415,1.02,0.1,7.886994042723859,15.781599999999989,2.0
0.15000000000000002,151.0,90.0,0.01,5.0,1.16,0.6361793103448257,1.16,0.1,8.671725708770898,13.101599999999982,2.0
0.15000000000000002,155.0,90.0,0.01,2.0,1.12,0.6367624999999981,1.12,0.1,8.990231371994229,14.341299999999983,2.0
0.15000000000000002,165.0,90.0,0.03,4.0,1.18,0.6351406779660996,1.18,0.1,9.534723972804233,12.52669999999999,2.0
0.15000000000000002,153.0,90.0,0.02,3.0,1.14,0.5783473684210512,1.14,0.1,7.984685814039671,17.034199999999977,2.0
0.15000000000000002,149.0,90.0,0.003333333333333333,7.0,1.16,0.600032758620688,1.16,0.1,7.782028186047047,15.198099999999974,2.0
0.15000000000000002,177.0,90.0,0.02,2.0,1.22,0.622409836065572,1.22,0.1,11.504862999392307,12.032999999999987,2.0
0.15000000000000002,153.0,90.0,0.0,5.0,1.08,0.683549999999998,1.08,0.1,9.789308922490259,13.088299999999979,2.0
0.15000000000000002,166.0,90.0,0.003333333333333333,5.0,1.06,0.6507113207547149,1.06,0.1,9.31377281388481,15.512299999999977,2.0
0.15000000000000002,170.0,90.0,0.01,2.0,1.16,0.6559965517241365,1.16,0.1,9.984467390549812,11.952199999999989,2.0
0.15000000000000002,157.0,90.0,0.01,5.0,1.06,0.6699660377358474,1.06,0.1,8.939004417463849,14.491799999999973,2.0
0.15000000000000002,161.0,90.0,0.01,2.0,1.22,0.6003901639344245,1.22,0.1,10.507958826544343,13.376199999999988,2.0
0.15000000000000002,151.0,90.0,0.0,4.0,1.06,0.6615056603773567,1.06,0.1,9.995624915807088,14.940199999999976,2.0
0.15000000000000002,160.0,90.0,0.013333333333333332,1.0,1.3,0.5460430769230754,1.3,0.1,7.194713023538573,14.507199999999989,1.5
0.15000000000000002,161.0,90.0,0.013333333333333332,5.0,1.28,0.6127578124999987,1.28,0.1,7.642168620226866,10.783499999999988,1.5
0.15000000000000002,157.0,90.0,0.06666666666666667,4.0,1.32,0.5293287878787865,1.32,0.1,7.505981791454115,15.064299999999976,1.5
0.15000000000000002,167.0,90.0,0.0,2.0,1.26,0.5921952380952363,1.26,0.1,6.7868283070618,12.691699999999992,1.5
0.15000000000000002,157.0,90.0,0.02,2.0,1.22,0.5918672131147528,1.22,0.1,8.175455581718616,13.896099999999977,1.5
0.15000000000000002,176.0,90.0,0.01,1.0,1.32,0.5856893939393923,1.32,0.1,7.8096897824199525,11.344499999999986,1.5
0.15000000000000002,158.0,90.0,0.01,1.0,1.3,0.5913553846153832,1.3,0.1,8.685891772461074,11.561899999999982,1.5
0.15000000000000002,157.0,90.0,0.0,2.0,1.2,0.6193249999999985,1.2,0.1,8.462934752895768,12.840499999999981,1.5
0.15000000000000002,158.0,90.0,0.01,2.0,1.22,0.6340852459016376,1.22,0.1,9.230337218615558,11.320799999999982,1.5
0.15000000000000002,164.0,90.0,0.0,1.0,1.28,0.5967843749999984,1.28,0.1,8.733026197814684,11.805799999999982,1.5
0.15000000000000002,161.0,90.0,0.003333333333333333,1.0,1.2,0.6208933333333314,1.2,0.1,8.815082518468987,12.746399999999992,1.5
0.15000000000000002,158.0,90.0,0.03,2.0,1.34,0.59602686567164,1.34,0.1,7.682738312058692,10.06619999999999,1.5
0.15000000000000002,154.0,90.0,0.0,2.0,1.3,0.5394815384615375,1.3,0.1,7.825107857390609,14.933699999999991,1.5
0.15000000000000002,155.0,90.0,0.02,3.0,1.2,0.606583333333332,1.2,0.1,7.986856351421615,13.604999999999983,1.5
0.15000000000000002,158.0,90.0,0.04,3.0,1.22,0.5894885245901621,1.22,0.1,7.791832436095035,14.041199999999979,1.5
0.15000000000000002,156.0,90.0,0.01,1.0,1.24,0.5938548387096759,1.24,0.1,8.494023097971509,13.180999999999981,1.5
0.15000000000000002,143.0,90.0,0.01,7.0,1.1,0.6536690909090892,1.1,0.1,7.450007798647455,14.048199999999984,1.5
0.15000000000000002,149.0,90.0,0.01,2.0,1.12,0.6721517857142839,1.12,0.1,8.839642131252427,12.35949999999999,1.5
0.15000000000000002,166.0,90.0,0.03,2.0,1.22,0.6265999999999985,1.22,0.1,8.843560074804639,11.77739999999999,1.5
0.15000000000000002,165.0,90.0,0.0,4.0,1.2,0.6638299999999979,1.2,0.1,8.322284535855488,10.170199999999992,1.5
0.15000000000000002,162.0,90.0,0.023333333333333334,2.0,1.26,0.6197412698412681,1.26,0.1,7.900176756205542,10.956299999999981,1.5
0.15000000000000002,176.0,90.0,0.02,4.0,1.24,0.6285129032258046,1.24,0.1,9.203772800390084,11.032199999999989,1.5
0.15000000000000002,151.0,90.0,0.03,4.0,1.26,0.5615047619047605,1.26,0.1,7.677549090536808,14.625199999999973,1.5
0.15000000000000002,159.0,90.0,0.03,2.0,1.32,0.597916666666665,1.32,0.1,8.481536244345229,10.537499999999989,1.5
0.15000000000000002,148.0,90.0,0.01,2.0,1.22,0.6132688524590147,1.22,0.1,6.560704645511199,12.590599999999984,1.0
0.15000000000000002,147.0,90.0,0.0,4.0,1.2,0.6472133333333318,1.2,0.1,6.441343881507213,11.167199999999987,1.0
0.15000000000000002,157.0,90.0,0.013333333333333332,1.0,1.24,0.6533129032258045,1.24,0.1,7.688189002105489,9.494599999999991,1.0
0.15000000000000002,160.0,90.0,0.01,1.0,1.32,0.6044878787878772,1.32,0.1,7.740969751788021,10.103799999999987,1.0
0.15000000000000002,155.0,90.0,0.02,1.0,1.16,0.6798241379310326,1.16,0.1,7.580348649256107,10.570199999999987,1.0
0.15000000000000002,158.0,90.0,0.01,1.0,1.4,0.5607314285714273,1.4,0.1,6.525173485726967,10.748799999999996,1.0
0.15000000000000002,165.0,90.0,0.01,2.0,1.2,0.6584266666666647,1.2,0.1,7.784107257931709,10.494399999999988,1.5
0.15000000000000002,149.0,90.0,0.015,1.0,1.4,0.532885714285713,1.4,0.1,6.332318107465588,12.697999999999974,1.0
0.15000000000000002,150.0,90.0,0.0,1.0,1.28,0.5847921874999983,1.28,0.1,6.41051749962037,12.57329999999999,1.0
0.15000000000000002,165.0,90.0,0.03166666666666667,1.0,1.44,0.5701999999999986,1.44,0.1,6.850042083090992,8.945599999999994,1.0
0.15000000000000002,161.0,90.0,0.02333333333333333,1.0,1.44,0.541272222222221,1.44,0.1,7.047188977502813,11.028399999999989,1.0
0.15000000000000002,163.0,90.0,0.03,1.0,1.38,0.5750985507246362,1.38,0.1,6.840646585412264,10.318199999999994,1.0
0.15000000000000002,160.0,90.0,0.08,3.0,1.36,0.5873720588235279,1.36,0.1,6.283351269254418,10.058699999999991,1.0
0.15000000000000002,161.0,90.0,0.011666666666666667,2.0,1.46,0.5454890410958891,1.46,0.1,6.958720080890658,10.179299999999987,1.0
0.15000000000000002,158.0,90.0,0.02,1.0,1.34,0.5772388059701482,1.34,0.1,5.713791174386167,11.324999999999978,1.0
0.15000000000000002,166.0,90.0,0.03,1.0,1.36,0.6135338235294098,1.36,0.1,7.032134504056255,8.279699999999995,1.0
0.15000000000000002,167.0,90.0,0.01,1.0,1.38,0.5839826086956506,1.38,0.1,6.9539034800449535,9.70519999999999,1.0
0.15000000000000002,168.0,90.0,0.02,1.0,1.52,0.5473578947368406,1.52,0.1,6.671556589391481,8.400799999999997,1.0
0.15000000000000002,161.0,90.0,0.01,1.0,1.28,0.6412140624999982,1.28,0.1,7.6146843664787065,8.962299999999987,1.0
0.15000000000000002,147.0,90.0,0.02,1.0,1.32,0.5445348484848471,1.32,0.1,6.918691244977105,14.060699999999988,1.0
0.15000000000000002,158.0,90.0,0.016666666666666666,1.0,1.4,0.5676542857142841,1.4,0.1,7.006275001065347,10.264199999999992,1.0
0.15000000000000002,163.0,90.0,0.02,1.0,1.4,0.575964285714284,1.4,0.1,7.084505650370661,9.682499999999994,1.0
0.15000000000000002,161.0,90.0,0.02,1.0,1.46,0.5283739726027387,1.46,0.1,6.377639561228402,11.428699999999989,1.0
0.15000000000000002,161.0,90.0,0.013666666666666667,1.0,1.5,0.5521119999999987,1.5,0.1,4.021922115581638,8.591599999999996,0.5
0.15000000000000002,152.0,90.0,0.01,2.0,1.3,0.5634953846153832,1.3,0.1,6.9687740302735675,13.372799999999975,1.0
0.15000000000000002,157.0,90.0,0.03833333333333334,1.0,1.44,0.5906208333333319,1.44,0.1,4.196388118731751,7.475299999999995,0.5
0.15000000000000002,169.0,90.0,0.0,1.0,1.34,0.5707671641791031,1.34,0.1,5.921669127048895,11.75859999999998,1.0
